Word,Pleasantness,Activation,Imagery,Pleasantness_SD,Activation_SD,Imagery_SD
frontera,2,1.2857,2.4286,0.8165,0.488,0.9759
evento,2,2.7143,2,0.5774,0.488,0.5774
apagar,1.8571,2.4286,2.5714,0.6901,0.9759,0.7868
teléfono,2.125,2.125,2.75,0.3536,0.8345,0.7071
haz,2.375,2.25,2,0.744,0.8864,0.9258
profesional,2.375,2.25,2.25,0.5175,0.7071,0.7071
clásico,2.625,1.625,2.125,0.744,0.9161,0.991
tono,2.125,1.875,1.625,0.3536,0.8345,0.744
primero,2.75,2.5,2.5,0.4629,0.5345,0.7559
controlar,1.75,3,2.25,0.7071,0,0.7071
derecha,1.75,1.75,2.5,0.7071,0.8864,0.9258
cocina,2.625,2.125,2.875,0.5175,0.8345,0.3536
disputar,1.7778,2.7778,2,0.9718,0.441,0.7071
raíz,2.2222,1.8889,2.5556,0.441,0.7817,0.7265
seco,1.7778,1.6667,2.3333,0.6667,0.5,0.7071
mediar,2.6667,2.7778,2,0.5,0.6667,1
designar,2,2.375,2,0.5345,0.9161,0.7559
gesto,2.5,2.3333,2.3333,0.5477,0.8165,0.5164
detalle,2.6,1.8,2.4,0.5477,0.4472,0.8944
olvido,1,1.8,2.6,0,1.0954,0.8944
confundir,1.5,2,2.8333,0.5477,0.8944,0.4082
diario,2.2857,2.1429,2.2857,0.488,0.8997,0.7559
punta,2,2.2857,2.5714,0,0.7559,0.7868
ambiente,2.7143,1.7143,2.4286,0.488,0.9512,0.7868
comida,3,2,3,0,1.0954,0
administración,2,2.1667,2.5,0,0.9832,0.5477
recurso,2.3333,2.1667,2.3333,0.5164,0.9832,0.8165
contacto,2.6667,2.6667,2.5,0.5164,0.8165,0.5477
literatura,3,2.1667,3,0,0.9832,0
guitarra,3,3,3,0,0,0
mensaje,2.3333,2.1667,2.6667,0.5164,0.7528,0.5164
completar,2.4286,2.5714,2.5714,0.5345,0.7868,0.5345
acceso,2.1429,1.8571,2,0.378,0.6901,0.8165
gris,1.8571,1.2857,2.8571,0.6901,0.488,0.378
iluminar,2.7143,2.5714,2.7143,0.488,0.7868,0.7559
soportar,1.25,1.75,2.375,0.4629,0.8864,0.9161
igual,2.2857,2.1429,2.2857,0.488,0.378,0.7559
método,2.2857,2.2857,2,0.488,0.488,0.8165
herir,1.1429,3,2.7143,0.378,0,0.7559
aragón,2,1.6,1.8,0,0.5477,0.8367
claro,3,1.8333,2.6667,0,0.9832,0.8165
finalizar,2.8,3,2.4,0.4472,0,0.8944
rincón,2.2,2,3,0.4472,0.7071,0
concierto,2.8333,2.5,3,0.4082,0.8367,0
defender,2.5,2.6667,2.5,0.5477,0.8165,0.8367
odiar,1,2.6667,2.1667,0,0.8165,0.7528
hasta,1.8333,1.8333,1.8333,0.4082,0.4082,0.7528
masa,2.1667,1.8333,2.3333,0.7528,0.9832,1.0328
fundación,2.5,2.5,1.8333,0.5477,0.5477,0.9832
límite,2.1429,2.5714,2.5714,0.6901,0.5345,0.7868
privar,1.1667,2.1667,1.8333,0.4082,0.9832,0.9832
federal,2.4,2,1.6,0.5477,0.7071,0.8944
rayo,2.2,3,3,0.8367,0,0
congreso,2,2.4,2.4,0.7071,0.5477,0.8944
pretender,2,2.6,1.8,0.7071,0.5477,0.8367
saltar,2.8,2.8,3,0.4472,0.4472,0
coleóptero,1.6,2.4,1.8,0.5477,0.5477,1.0954
instalar,2.2,2.8,2.2,0.8367,0.4472,1.0954
hueso,1.6,1.2,3,0.5477,0.4472,0
pan,3,1.8,3,0,0.8367,0
entero,2.2,1.8,2.2,0.4472,0.4472,0.8367
valer,2.6,2.2,1.4,0.5477,0.8367,0.8944
generalmente,2,2.2,1.6,0,0.8367,0.5477
inmediato,2,2.8,2.2,0.7071,0.4472,0.8367
rumbo,2.4286,2.1429,2.5714,0.5345,0.6901,0.5345
inmenso,2.6,1.6,2.8,0.5477,0.8944,0.4472
impedir,1.2,3,2.6,0.4472,0,0.5477
sorpresa,3,2.6,2.4,0,0.8944,0.8944
extrañar,1.4,2.4,3,0.8944,0.8944,0
compuesto,2,2,2,0,0,1
estudiante,2.8,2.8,3,0.4472,0.4472,0
pleno,2.7143,2.2857,1.7143,0.488,0.7559,0.9512
diseñar,2.4,3,2.2,0.8944,0,1.0954
san,2.6,2.2,2.2,0.5477,0.8367,1.0954
paisaje,2.8571,1.7143,2.8571,0.378,0.9512,0.378
armar,2.5714,2.8571,2.7143,0.5345,0.378,0.488
generación,2.1429,2,2.1429,0.378,0.8165,0.8997
reflejar,2.2857,2.1429,2.8571,0.488,1.069,0.378
acordar,2.8,2.2,3,0.4472,1.0954,0
culpa,1,2,2.4,0,0.7071,0.8944
medir,2,2.8333,2.6667,0,0.4082,0.5164
emoción,2.8333,2.5,2.3333,0.4082,0.8367,0.8165
morfología,2,1.6667,1.1667,0,0.5164,0.4082
cuestión,1.8,1.8,1.6,0.4472,0.4472,0.8944
emperador,2,2.2,2.8,1,0.8367,0.4472
arena,2.8,2,3,0.4472,1,0
ritmo,2.8,2.4,2.4,0.4472,0.8944,0.8944
misión,2.2,2.2,2.6,0.4472,0.8367,0.5477
durar,2.2,2.2,2.8,0.4472,0.8367,0.4472
conflicto,1.1667,2.3333,2.8333,0.4082,0.8165,0.4082
descripción,2,2.2,2.2,0,0.4472,0.8367
rico,3,2.4,3,0,0.5477,0
brillar,3,2.6,3,0,0.8944,0
aeropuerto,2.2,2,3,0.4472,0.7071,0
aprovechar,2.4,2.8,2.8,0.5477,0.4472,0.4472
the,2,2,1.8,0,0,0.4472
viejo,1.8,1.8,3,0.4472,0.8367,0
constante,2.2,2,2.8,0.8367,0.7071,0.4472
biografía,2.3333,2,2.5,0.5164,0.6325,0.5477
silla,2.1667,1.5,2.8333,0.4082,0.5477,0.4082
dicha,2.8333,2.1667,2.6667,0.4082,0.7528,0.8165
justo,2.6667,1.8333,2.5,0.5164,0.7528,0.5477
coordenada,2,2,2.8333,0,0,0.4082
negocio,2.1667,2.1667,2.5,0.7528,0.7528,0.8367
visión,2,2.6667,2.5,0,0.5164,0.8367
ultimar,1.6667,2.5,2.1667,0.5164,0.5477,0.9832
mejor,2.6667,1.8333,2.1667,0.5164,0.7528,0.7528
local,2.1667,1.8333,2,0.4082,0.4082,0.8944
participación,2.6667,3,2.5,0.5164,0,0.8367
justicia,2.8333,2.5,2.6667,0.4082,0.8367,0.5164
gobernar,2.4,2.8,2.8,0.5477,0.4472,0.4472
pintar,2.8,3,3,0.4472,0,0
diente,2,2,3,0,0.7071,0
interesar,2.6,3,2.6,0.5477,0,0.8944
aparición,2,2.2,3,0.7071,0.4472,0
localizar,2.4,3,2.4,0.5477,0,0.5477
técnico,2.4,2.2,2.8,0.5477,0.8367,0.4472
artístico,2.6,2.4,2.6,0.5477,0.8944,0.8944
convencer,2,2.8,2.6,0,0.4472,0.5477
particular,2,1.8,1.8,0,0.4472,0.8367
asustar,1.2,3,3,0.4472,0,0
hábitat,2.2,1.8,2.4,0.4472,0.8367,0.8944
enemigo,1.2,2.6,2.8,0.4472,0.5477,0.4472
mezclar,2.2,2.8,3,0.4472,0.4472,0
requerir,2,2.4,1.8,0,0.8944,1.0954
literario,2.8,1.6,2.4,0.4472,0.5477,0.5477
primavera,2.8,2.2,3,0.4472,0.8367,0
escalera,2.2,2.2,3,0.4472,0.4472,0
médico,2,2.2,3,0.7071,0.8367,0
colección,2.2,1.8,2.2,0.4472,0.4472,0.8367
instrumento,2.4,2.4,3,0.5477,0.5477,0
intenso,2.4,2.2,1.8,0.5477,0.8367,0.8367
quizá,2.2,1.6,1.6,0.4472,0.5477,0.8944
carga,1.8,1.8,1.8,0.4472,0.8367,0.8367
vehículo,2.2,2.4,2.6,0.4472,0.5477,0.8944
invadir,1.2,3,2.6,0.4472,0,0.5477
ocultar,1.8,2,2.6,0.4472,1,0.5477
dejo,2,1.2,1.8,0.7071,0.4472,0.8367
referencia,2.2,1.8,1.2,0.4472,0.8367,0.4472
secretario,2,2.4,2.8,0.7071,0.5477,0.4472
humanidad,2.8,2.2,2.6,0.4472,0.8367,0.5477
comentar,2.4,2.8,2.6,0.5477,0.4472,0.5477
actuación,2.4,3,2.8,0.8944,0,0.4472
guardia,2.2,2.4,2.6,0.4472,0.8944,0.5477
dibujar,3,3,3,0,0,0
destinar,2.2,2.6,1.8,0.4472,0.5477,1.0954
escenario,2.4,2,2.6,0.5477,0.7071,0.5477
combate,1.4,3,2.4,0.5477,0,0.8944
visita,2.4,2.6,2.4,0.5477,0.5477,0.8944
hambre,1,2.6,2.6,0,0.5477,0.8944
alimento,2.8,2.4,2.8,0.4472,0.8944,0.4472
femenino,3,2.8,2.6,0,0.4472,0.8944
quemar,2.2,2.8,2.8,0.4472,0.4472,0.4472
doble,2.2,2,2.2,0.4472,0,0.8367
ingresar,2.4,2.8,2.4,0.5477,0.4472,0.5477
asesinar,1.6,3,2.8,0.8944,0,0.4472
academia,2,1.6,2.6,0.7071,0.8944,0.8944
regalo,2.8,2,2.6,0.4472,0.7071,0.8944
probablemente,2.2,2.2,1.8,0.4472,0.4472,0.8367
conformar,2.2,2.4,1.6,0.4472,0.5477,0.8944
muro,1.8,1.8,3,0.4472,0.8367,0
tender,2,2.6,2.4,0,0.5477,0.8944
coche,2.4,2.4,2.8,0.5477,0.5477,0.4472
aéreo,2.4,2.6,2.8,0.5477,0.5477,0.4472
eléctrico,2,2.8333,2.6667,0,0.4082,0.5164
castilla,2,1.8,1.8,0.7071,0.4472,1.0954
plaza,2.5,2.6667,3,0.8367,0.5164,0
húmedo,1.8333,1.8333,2.8333,0.4082,0.7528,0.4082
cuadro,2.2,1.2,3,0.4472,0.4472,0
rosa,2.4,1.6,3,0.5477,0.5477,0
cariño,2.8,3,2.8,0.4472,0,0.4472
aplicar,2.2,2.8,1.6,0.8367,0.4472,0.8944
mejorar,2.8,3,2,0.4472,0,0.7071
breve,2.2,2.2,1.8,0.4472,0.4472,0.4472
atrapar,1.6,2.8,2.2,0.5477,0.4472,0.4472
escudo,1.8,2.2,3,0.4472,0.4472,0
campeón,2.6,3,2.6,0.5477,0,0.8944
otorgar,2.6,3,2.2,0.5477,0,0.8367
lenguaje,2.4,2.4,2.2,0.5477,0.5477,0.8367
monte,2.2,1.8,3,0.4472,0.4472,0
extremo,2,2.4,2.2,0,0.8944,1.0954
ejercer,1.8,3,2,0.4472,0,0.7071
flotar,2.6,2.2,2.8,0.5477,1.0954,0.4472
diario,2,2.4,3,0,0.8944,0
probar,2.8,3,2.4,0.4472,0,0.5477
fase,2,1.4,1.6,0,0.5477,0.8944
industria,1.8,2.6,2.8,0.4472,0.5477,0.4472
afectar,1.6,3,2,0.5477,0,0.7071
deslizar,2.2,3,2.8,0.4472,0,0.4472
marido,2.2,2,2.8,0.4472,0,0.4472
contrato,2,2.2,2.6,0,0.8367,0.5477
arqueológico,2,1.6,3,0.7071,0.5477,0
liberar,2.8,3,2.6,0.4472,0,0.8944
caballero,2.6,2.6,2.8,0.5477,0.5477,0.4472
alimentar,2.8,3,3,0.4472,0,0
variar,2.4,2.6,2.4,0.5477,0.5477,0.8944
orilla,2.3333,1.5,3,0.8165,0.8367,0
inferior,1.6,1.6,2.6,0.5477,0.5477,0.5477
hotel,2.8333,1.6667,3,0.4082,0.5164,0
salón,2.3333,1.6667,3,0.8165,0.5164,0
sala,2.2,1.6,3,0.4472,0.8944,0
máquina,2,2.8,2.8,0.7071,0.4472,0.4472
biblioteca,2.8,1.6,3,0.4472,0.8944,0
materia,2,1.8,2,0.7071,0.8367,1
infierno,1.2,2.2,2,0.4472,1.0954,1
fijar,2.4,3,2.6,0.5477,0,0.8944
repente,2,2.2,1.2,0,0.4472,0.4472
extensión,2.4,1.6,2.4,0.5477,0.8944,0.8944
regreso,2.6,2.8,2.6,0.5477,0.4472,0.5477
solitario,1.8,1,2.8,0.4472,0,0.4472
representación,2.4,2.4,1.8,0.5477,0.5477,0.8367
comisión,1.8,2.6,2.6,0.4472,0.5477,0.5477
publicación,2.6,2.6,2.6,0.5477,0.5477,0.8944
aliento,2,2.6,2.6,1,0.5477,0.5477
asumir,2.2,2.8,2.4,0.4472,0.4472,0.8944
exterior,2,1.6,2.4,0,0.5477,0.5477
techo,2.4,1.8,3,0.5477,0.4472,0
tecnología,2.2,2,3,0.4472,0,0
directamente,2.4,2.6,2.8,0.5477,0.5477,0.4472
conversación,3,3,3,0,0,0
físico,2.4,1.8,2.6,0.5477,0.4472,0.5477
voluntad,2.6667,2.6667,2.3333,0.5164,0.5164,0.8165
absoluto,2.1667,2.5,2.1667,0.4082,0.5477,0.7528
actriz,2.3333,2.5,3,0.5164,0.5477,0
horizonte,3,1.3333,2.8333,0,0.5164,0.4082
sur,2.8333,1.8333,2.8333,0.4082,0.4082,0.4082
polvo,2,2.1667,3,0.6325,0.7528,0
tormenta,2,2.8333,3,0.6325,0.4082,0
susurrar,2.6667,2.5,3,0.5164,0.8367,0
caracterizar,2,2.8333,2.3333,0,0.4082,0.8165
periódico,2.2,2,2.8,0.4472,0.7071,0.4472
típico,2.2,2,2.2,0.4472,0.7071,0.8367
juventud,2.6,2.2,2.8,0.5477,0.8367,0.4472
botánico,2.6,1.8,2.6,0.5477,0.4472,0.5477
princesa,2,1.8,2.8,0.7071,0.4472,0.4472
política,1.8,2.4,2.4,0.8367,0.8944,0.5477
brillante,2.4,2,2.8,0.5477,0,0.4472
rama,2.2,1.6,2.8,0.4472,0.5477,0.4472
presión,1.6,2.4,2.4,0.5477,0.5477,0.8944
transporte,1.8,2.8,2.8,0.4472,0.4472,0.4472
prestar,2.4,2.2,2.6,0.5477,0.4472,0.5477
llegada,2.6,2.6,2.6,0.5477,0.5477,0.5477
añadir,2,2.6,2.8,0,0.5477,0.4472
labor,2.2,3,2.8,0.8367,0,0.4472
respecto,2,2,1.6,0,0,0.8944
religión,1.6,2,2.8,0.5477,0.7071,0.4472
precio,1.8,2.2,2.8,0.4472,0.8367,0.4472
distinguir,2,2.6,2.6,0.7071,0.5477,0.5477
rechazar,1.4,2.4,2.8,0.8944,0.8944,0.4472
brisa,3,2.4,2.8,0,0.5477,0.4472
verso,1.6,2.4,2.4,0.8944,0.8944,0.8944
aroma,2.8,2.6,2.8,0.4472,0.5477,0.4472
oponer,2,2.6,2.8,0,0.5477,0.4472
montar,2.8,2.8,2.8,0.4472,0.4472,0.4472
columna,2.2,2.2,2.8,0.4472,0.4472,0.4472
mierda,1.6,2.2,2.8,0.5477,0.4472,0.4472
FALSO,1.4,2.2,2.6,0.5477,0.4472,0.5477
solución,2.4,2.6,2.6,0.5477,0.5477,0.5477
escaso,1.6,2,2.4,0.5477,0,0.5477
arrancar,2,2.6,2.8,0,0.5477,0.4472
amante,2.6,2.6,2.8,0.5477,0.5477,0.4472
susurro,2.8,2.4,2.8,0.4472,0.5477,0.4472
código,2.4,2.4,2.8,0.5477,0.5477,0.4472
búsqueda,2.2,3,2.8,0.8367,0,0.4472
constitución,2.4,2.2,2.4,0.5477,0.4472,0.8944
patio,2.4,2,2.8,0.5477,0,0.4472
voto,2.4,2.8,3,0.5477,0.4472,0
regional,2.2,2,2.8,0.4472,0,0.4472
pérdida,1.2,1.6,2.4,0.4472,0.8944,0.5477
imponer,1.4,3,2.2,0.5477,0,0.4472
mágico,2.6,2.2,1.8,0.5477,0.4472,0.8367
documento,2,1.8,2.8,0,0.4472,0.4472
fantasma,1.8,2,2.6,0.4472,0,0.5477
gira,2.2,2.6,2.4,0.4472,0.5477,0.5477
capilla,1.8,1.8,2.8,0.8367,0.4472,0.4472
leyenda,2.6,2,2.2,0.5477,0.7071,0.8367
interior,2.4,2,2.4,0.5477,0,0.8944
mejilla,2.6,1.8,2.8,0.5477,0.8367,0.4472
pedazo,2,2,2,0,0.7071,0.7071
sección,2,2.2,1.6,0,0.4472,0.8944
pájaro,3,2.6,2.8,0,0.5477,0.4472
demonio,1.4,2.4,2.4,0.5477,0.5477,0.8944
obispo,1.8,2.2,2.6,0.4472,0.4472,0.5477
suspiro,3,2,2.6,0,1,0.5477
humo,1.8,2,2.6,0.4472,0.7071,0.5477
papa,2.2,1.8,2.8,0.4472,0.8367,0.4472
roca,2.2,1.4,2.6,0.4472,0.5477,0.5477
víctima,1.4,1.4,1.6,0.5477,0.5477,0.5477
colgar,2,2.6,2.2,0,0.5477,0.8367
individuo,2,1.8,1.6,0,0.4472,0.5477
titular,2,2.2,1.8,0,0.4472,0.4472
ajeno,2,2,1.6,0,0.7071,0.8944
crecimiento,3,3,2,0,0,1
variedad,2.8,2,2.4,0.4472,0.7071,0.5477
príncipe,2.6,2.2,2.8,0.5477,0.8367,0.4472
alumno,2.6,2.2,2.8,0.5477,0.8367,0.4472
frecuencia,2,2.4,1.6,0,0.8944,0.8944
terrible,1.6,2.4,2.6,0.5477,0.5477,0.5477
merecer,2.4,2.2,2.2,0.5477,0.8367,0.8367
caída,1.6,2.6,2.8,0.5477,0.8944,0.4472
dólar,2,1.4,3,0.7071,0.5477,0
deporte,2.8,3,2.8,0.4472,0,0.4472
provenir,2,1.6,1.6,0,0.8944,0.8944
llave,2.1667,1.5,3,0.4082,0.5477,0
compositor,2.8333,2.5,2.3333,0.4082,0.8367,1.0328
latir,2.8333,3,2.6667,0.4082,0,0.5164
aplicación,2.1667,2.3333,2.1667,0.4082,0.5164,0.9832
presente,2.3333,2,2.1667,0.5164,0.8944,0.9832
exposición,2.3333,2.6667,2.8333,0.5164,0.5164,0.4082
interno,2.1667,1.8333,1.6667,0.4082,0.4082,0.8165
sexual,2.8571,3,3,0.378,0,0
máximo,2.3333,2.3333,2.5,0.5164,0.5164,0.5477
actitud,2.5,2.8333,2.8333,0.5477,0.4082,0.4082
carcajada,3,3,3,0,0,0
catedral,2.8,1.8,3,0.4472,0.4472,0
encerrar,1.4,2.6,3,0.5477,0.8944,0
arrastrar,1.2,3,3,0.4472,0,0
católico,2,2,2.6,0,0.7071,0.8944
devolver,2.4,2.8,2.8,0.5477,0.4472,0.4472
relato,2.6,2.4,3,0.5477,0.8944,0
composición,2.4,2.4,2.4,0.5477,0.5477,0.8944
nacimiento,2.8,2.4,3,0.4472,0.8944,0
asentamiento,1.6,2.2,2.8,0.5477,0.8367,0.4472
símbolo,2.6,2,2.8,0.5477,0.7071,0.4472
contenido,2.4,2.2,2,0.5477,0.8367,1
vestido,2.8,1.8,3,0.4472,0.8367,0
crisis,2,2.4,2.4,1,0.8944,0.8944
magia,3,2.8,2.6,0,0.4472,0.8944
video,2.2,2.2,2.6,0.4472,0.4472,0.5477
científico,2.8,2.4,2.8,0.4472,0.8944,0.4472
papá,3,3,3,0,0,0
barco,2.8,2.6,3,0.4472,0.8944,0
comandante,2,2.8,2.6,0.7071,0.4472,0.5477
banda,2.6,2.2,2.2,0.5477,0.8367,0.8367
continuo,1.8,1.4,2.2,0.4472,0.8944,0.8367
comercio,2,2.2,2.6,0,0.8367,0.8944
seriar,1.8,2.6,1.8,0.8367,0.5477,0.8367
resolver,2.4,3,2.2,0.8944,0,1.0954
cola,2.4,1.6,2.8,0.8944,0.5477,0.4472
duque,2,1.4,2.4,0.7071,0.5477,0.8944
inspirar,3,2.4,2.2,0,0.8944,0.8367
diputado,1.4,2.2,3,0.5477,1.0954,0
familiar,2.6,2.4,2.8,0.5477,0.5477,0.4472
dominio,2.2,2.4,2.2,0.4472,0.5477,0.8367
derecho,2.2,2,1.8,0.4472,0.7071,0.8367
filosofía,2.6,2,2,0.5477,1,1
reinar,2,3,2.8,0.7071,0,0.4472
caber,2.2,2.6,2.6,0.4472,0.8944,0.8944
eliminar,2,3,3,0.7071,0,0
and,2,1.8,2,0,0.4472,0.7071
regalar,3,3,2.8,0,0,0.4472
esencia,3,1.2,3,0,0.4472,0
toma,2.2,2.8,2.2,0.4472,0.4472,1.0954
derivar,2.4,3,2.4,0.5477,0,0.8944
pegar,1.6,3,2.8,0.8944,0,0.4472
vaso,2.2,1.8,3,0.4472,0.4472,0
normal,1.8,1.6,2,0.4472,0.5477,1
ligero,2.8,2,2.4,0.4472,1,0.8944
régimen,1.4,2,2.2,0.5477,1,0.8367
gobernador,1.6,2.4,3,0.5477,0.5477,0
amanecer,3,1.6,3,0,0.8944,0
cantante,2.8,2.8,3,0.4472,0.4472,0
activo,2.4,2.8,2,0.5477,0.4472,1
divino,2.6,1.4,2.4,0.8944,0.5477,0.8944
sobrevivir,2,2.8,2.6,0.7071,0.4472,0.5477
reconocimiento,2.8,2.8,2.4,0.4472,0.4472,0.8944
infinito,2.8,1.6,1.4,0.4472,0.8944,0.8944
monumento,2.4,1.2,2.8,0.5477,0.4472,0.4472
madera,2.6,1.6,3,0.5477,0.5477,0
arquitectura,2.4,1.6,2.4,0.5477,0.5477,0.8944
graduar,2,2.8,2.4,0.7071,0.4472,0.8944
asistir,2.4,3,2.8,0.5477,0,0.4472
ola,2.6,2.6,3,0.5477,0.8944,0
candidato,2,2.2,2.4,0,0.8367,0.8944
círculo,2.4,1.8,3,0.5477,0.4472,0
pobreza,1.2,1.8,2.8,0.4472,0.8367,0.4472
volumen,2.2,2,1.8,0.4472,1,1.0954
prometer,2,2.6,2,0,0.5477,0.7071
cerebro,2.2,2.6,2.6,0.4472,0.5477,0.8944
interior,2.2,1.8,2.4,0.4472,0.4472,0.5477
espada,2.4,3,3,0.5477,0,0
opinión,2.4,2.8,2,0.5477,0.4472,1
nota,2.6,2,2.4,0.5477,0.7071,0.5477
odio,1,3,2.6,0,0,0.5477
sierra,2,2,3,0.7071,0.7071,0
botella,2,1.6,3,0,0.5477,0
partida,2,2.2,2.2,0,0.8367,1.0954
prohibir,1.2,2.2,2.4,0.4472,1.0954,0.8944
citar,2,2.2,2.2,0,0.8367,1.0954
acá,2.2,1.8,1.8,0.4472,0.8367,0.8367
proporcionar,2.4,2.6,2.4,0.5477,0.8944,0.8944
núcleo,2.4,1.8,2.2,0.5477,0.8367,0.8367
práctico,2,2.4,2,0,0.5477,1
izquierda,2.4,2.4,2.8,0.8944,0.8944,0.4472
identificar,2,2,2.2,0.7071,1,0.8367
general,2.2,1.8,2.4,0.4472,0.8367,0.5477
disparar,1.6,3,3,0.5477,0,0
nariz,2,2.2,2.8,0.7071,0.4472,0.4472
constitucional,2.6,2.6,1.8,0.5477,0.8944,0.8367
transmitir,2.2,3,2.2,0.8367,0,0.8367
infancia,3,2.4,3,0,0.8944,0
océano,3,2.8,3,0,0.4472,0
editar,2.2,2.6,2.4,0.4472,0.5477,0.8944
encima,2.4,2.4,2.6,0.8944,0.8944,0.5477
instalación,2,2.4,2.2,0,0.5477,0.8367
periodista,2,2.6,3,0.7071,0.5477,0
perseguir,1.6,3,2.4,0.5477,0,0.5477
enterar,2.2,2.4,1.6,0.4472,0.8944,0.8944
peligro,1,2.8,2.4,0,0.4472,0.8944
vivienda,2.8,2,3,0.4472,1,0
macho,2,3,3,1,0,0
grabación,2.2,2.4,2.8,0.4472,0.5477,0.4472
garganta,2.2,2,2.8,0.4472,0.7071,0.4472
zapato,2.4,2,3,0.5477,0.7071,0
aventura,2.8,3,2.4,0.4472,0,0.8944
grave,1.6,2,1.8,0.8944,1,1.0954
reacción,2.2,2.8,2,0.4472,0.4472,1
aferrar,2.4,2.6,2.4,0.5477,0.8944,0.8944
dibujo,2.8,1.8,3,0.4472,0.8367,0
americano,2.2,1.8,2.4,0.8367,0.4472,0.8944
inmediatamente,1.8,2.6,2,0.8367,0.5477,0.7071
amistad,3,2.5,2.6667,0,0.8367,0.5164
desierto,2.3333,2,2.6667,0.5164,0.6325,0.8165
revelar,2.3333,2.6667,2.3333,0.5164,0.5164,0.8165
marco,2.1667,1.5,3,0.4082,0.5477,0
hundir,1.3333,2.5,3,0.5164,0.5477,0
ferrocarril,2.6667,2.6667,3,0.5164,0.5164,0
secundario,2.1667,2.1667,2.3333,0.4082,0.4082,0.8165
tumba,1.5,1.3333,3,0.5477,0.5164,0
temblar,1.5,2.5,2.8333,0.5477,0.8367,0.4082
salar,2,2.3333,2.6667,0.6325,0.8165,0.5164
exponer,2.4,2.6,2.4,0.5477,0.5477,0.5477
sabio,3,2.8,2.6,0,0.4472,0.8944
atrever,2.4,2.6,2.2,0.5477,0.5477,0.4472
acostumbrar,1.8,1.8,2,0.4472,0.8367,0.7071
estrenar,2.4,3,2.4,0.8944,0,0.5477
pintor,2.6,2.2,3,0.5477,0.8367,0
habia,2.4,1.4,1.6,0.5477,0.5477,0.8944
capítulo,2.2,2.2,2.4,0.4472,0.4472,0.5477
circunstancia,1.8,2.2,1.6,0.4472,0.8367,0.5477
bolsillo,2.2,1.2,3,0.4472,0.4472,0
operar,2,2.6,2.6,0.7071,0.5477,0.5477
reflejo,2.4,1.6,3,0.5477,0.8944,0
sucio,1.2,1.6,3,0.4472,0.5477,0
militar,1.4,2,3,0.5477,0.7071,0
asiento,2,1.2,3,0.7071,0.4472,0
músico,2.8,2.2,3,0.4472,1.0954,0
comunicar,2.6,2.6,2.8,0.5477,0.8944,0.4472
ligar,2,2.6667,2,0.6325,0.5164,0.8944
atraer,2.8,2.6,2.2,0.4472,0.5477,0.8367
molestar,1,2.8,2.6,0,0.4472,0.8944
registrar,2,2.6,2.2,0,0.5477,0.4472
herido,1.2,1.2,3,0.4472,0.4472,0
ancho,2,2,3,0,0.7071,0
ministerio,1.8,1.6,2.2,0.4472,0.5477,0.8367
comentario,2.4,2.6,2.6,0.5477,0.5477,0.5477
habitual,1.8,2,2,0.4472,0,1
consumir,1.8,2.6,2.6,0.8367,0.5477,0.5477
propósito,2.8,2.2,1.4,0.4472,0.8367,0.8944
básico,2,1.8,1.8,0,0.4472,0.8367
bar,2.4,1.4,3,0.8944,0.5477,0
inventar,3,3,2.8,0,0,0.4472
torno,1.8,2.4,2.8,0.4472,0.5477,0.4472
ayuntamiento,1.8333,2.1667,2.1667,0.4082,0.4082,0.7528
mínimo,2,2,2,0,0.6325,0.6325
agregar,2,3,2.5,0,0,0.8367
tratamiento,1.6667,2.6667,2.6667,0.5164,0.8165,0.5164
facultad,2.3333,2,2.6667,0.5164,0.8944,0.8165
cristo,2.3333,2.1667,3,0.5164,0.4082,0
nervioso,1,2.6,3,0,0.8944,0
inaugurar,2.5,3,3,0.5477,0,0
condenar,1.3333,3,2.5,0.5164,0,0.5477
profundidad,2.3333,1.6667,2.5,0.5164,0.5164,0.5477
profesional,2.3333,2.3333,2.3333,0.5164,0.8165,0.5164
bonito,3,1.5,2.8333,0,0.5477,0.4082
buque,2,1.8333,3,0,0.7528,0
confirmar,2,2.8333,2.1667,0,0.4082,0.4082
latino,2.4,1.8,3,0.5477,0.4472,0
personalidad,2.2,2.2,1.6,0.4472,0.4472,0.5477
huella,2,1.8,3,0,0.8367,0
protección,2.4,3,2.8,0.5477,0,0.4472
moneda,2,1.4,3,0,0.5477,0
apreciar,2.8,3,2.2,0.4472,0,1.0954
juicio,1.8,2.8,2.8,0.4472,0.4472,0.4472
bolsa,2,1.6,3,0,0.5477,0
expedición,2.8,3,3,0.4472,0,0
estremecer,1.8,3,2.4,0.8367,0,0.8944
trabajador,2.2,2.8,2.8,0.4472,0.4472,0.4472
tropical,3,2,3,0,0.7071,0
coger,2.4,2.8,3,0.8944,0.4472,0
ciento,2,1.8,1.6,0,0.4472,0.8944
pantalla,2,1.6,2.6,0,0.8944,0.8944
entorno,2.2,1.4,1.8,0.4472,0.5477,1.0954
interpretación,2.2,2.8,2,0.4472,0.4472,1
verme,2.2,2.6,2.4,0.4472,0.8944,0.8944
patrón,1.8,2,2.8,0.4472,0.7071,0.4472
misterio,2,2.6,2.4,1,0.5477,0.5477
clasificar,2.2,2.8,2.6,0.4472,0.4472,0.8944
riesgo,1.2,2.6,2.8,0.4472,0.5477,0.4472
angustia,1.2,2,2.8,0.4472,1,0.4472
