"","English.Word","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","Spanish.Word"
"6857","iota",0,0,0,0,0,0,0,0,0,0,"iota"
"6858","irate",1,0,0,0,0,1,0,0,0,0,"airado"
"6859","ire",1,0,0,0,0,1,0,0,0,0,"ira"
"6860","iridescent",0,0,0,0,0,0,0,0,0,0,"iridiscente"
"6861","iris",0,0,0,1,0,0,0,0,0,0,"iris"
"6862","iron",0,0,0,0,0,0,1,0,0,1,"planchar"
"6863","ironic",0,0,0,0,0,0,0,0,0,0,"irónico"
"6864","irons",0,0,0,0,0,1,0,0,0,0,"hierros"
"6865","irony",0,0,0,0,0,0,0,0,0,0,"ironía"
"6866","irradiation",0,0,0,0,0,0,0,0,0,0,"irradiación"
"6867","irrational",0,0,1,1,0,1,0,0,0,0,"irracional"
"6868","irrationality",0,0,0,0,0,1,0,0,0,0,"irracionalidad"
"6869","irreconcilable",1,0,0,1,0,1,0,1,0,0,"irreconciliable"
"6870","irreducible",0,0,0,0,0,0,1,0,0,0,"irreducible"
"6871","irrefutable",0,0,0,0,0,0,1,0,0,1,"irrefutable"
"6872","irregular",0,0,0,0,0,1,0,0,0,0,"irregular"
"6873","irregularity",0,0,0,0,0,1,0,0,0,0,"irregularidad"
"6874","irregularly",0,0,0,0,0,0,0,0,0,0,"irregularmente"
"6875","irrelevant",0,0,0,0,0,1,0,0,0,0,"irrelevante"
"6876","irreparable",0,0,0,1,0,1,0,1,0,0,"irreparable"
"6877","irrepressible",0,0,0,0,0,0,0,0,0,0,"irreprimible"
"6878","irresistible",0,0,0,0,0,0,0,0,0,0,"irresistible"
"6879","irrespective",0,0,0,0,0,0,0,0,0,0,"desconsiderado"
"6880","irresponsible",0,0,0,0,0,1,0,0,0,0,"irresponsable"
"6881","irreverent",0,0,0,0,0,1,0,0,0,0,"irreverente"
"6882","irreversible",0,0,0,0,0,0,0,0,0,0,"irreversible"
"6883","irrevocable",0,0,0,0,0,1,0,0,0,0,"irrevocable"
"6884","irrigate",0,0,0,0,0,0,0,0,0,0,"irrigar"
"6885","irrigation",0,0,0,0,0,0,0,0,0,0,"irrigación"
"6886","irritability",1,0,0,0,0,1,0,0,0,0,"irritabilidad"
"6887","irritable",1,0,0,0,0,1,0,0,0,0,"irritable"
"6888","irritating",1,0,1,0,0,1,0,0,0,0,"irritante"
"6889","irritation",1,0,1,0,0,1,0,1,0,0,"irritación"
"6890","island",0,0,0,0,0,0,0,0,0,0,"isla"
"6891","isle",0,0,0,0,0,0,0,0,0,0,"isla"
"6892","islet",0,0,0,0,0,0,0,0,0,0,"isleta"
"6893","isolate",0,0,0,0,0,0,0,1,0,0,"aislar"
"6894","isolated",0,0,0,1,0,1,0,1,0,0,"aislado"
"6895","isolation",0,0,0,0,0,1,0,1,0,0,"aislamiento"
"6896","isomorphism",0,0,0,0,0,0,0,0,0,0,"isomorfismo"
"6897","isothermal",0,0,0,0,0,0,0,0,0,0,"isotérmico"
"6898","issue",0,0,0,0,0,0,0,0,0,0,"tema"
"6899","itch",0,0,0,0,0,0,0,0,0,0,"picar"
"6900","itching",0,0,0,0,0,0,0,0,0,0,"Comezón"
"6901","item",0,0,0,0,0,0,0,0,0,0,"artículo"
"6902","itemize",0,0,0,0,0,0,0,0,0,0,"detallar"
"6903","items",0,0,0,0,0,0,0,0,0,0,"elementos"
"6904","iterate",0,0,0,0,0,0,0,0,0,0,"iterar"
"6905","iteration",0,0,0,0,0,0,0,0,0,0,"iteración"
"6906","iterative",0,0,0,0,0,0,0,0,0,0,"iterativo"
"6907","itinerant",0,0,0,0,0,0,0,0,0,0,"itinerante"
"6908","itinerary",0,0,0,0,0,0,0,0,0,0,"itinerario"
"6909","ivory",0,0,0,0,0,0,0,0,0,0,"Marfil"
"6910","jab",1,0,0,0,0,0,0,0,0,0,"pinchazo"
"6911","jabber",0,0,0,0,0,1,0,0,0,0,"farfullar"
"6912","jack",0,0,0,0,0,0,0,0,0,0,"Jack"
"6913","jackass",0,0,0,0,0,0,0,0,0,0,"burro"
"6914","jackpot",0,1,0,0,1,0,1,0,1,0,"bote"
"6915","jacks",0,0,0,0,0,0,0,0,0,0,"tomas"
"6916","jade",0,0,0,0,0,0,0,0,0,0,"jade"
"6917","jag",0,0,0,0,0,0,0,0,0,0,"punta"
"6918","jagged",0,0,0,0,0,0,0,0,0,0,"dentado"
"6919","jaguar",0,0,0,0,0,0,0,0,0,0,"jaguar"
"6920","jail",0,0,0,1,0,1,0,1,0,0,"celda"
"6921","jam",0,0,0,0,0,0,1,0,0,0,"mermelada"
"6922","jammed",0,0,0,0,0,0,0,0,0,0,"apretado"
"6923","janitor",0,0,1,0,0,0,0,0,0,0,"conserje"
"6924","japan",0,0,0,0,0,0,0,0,0,0,"Japón"
"6925","jar",0,0,0,0,0,0,0,0,0,0,"frasco"
"6926","jargon",0,0,0,0,0,1,0,0,0,0,"jerga"
"6927","jarring",0,0,0,1,0,1,0,1,0,0,"discorde"
"6928","jasper",0,0,0,0,0,0,0,0,0,0,"jaspe"
"6929","jaundice",0,0,0,1,0,1,0,0,0,0,"ictericia"
"6930","jaunt",0,0,0,0,0,0,0,0,0,0,"excursión"
"6931","javelin",0,0,0,0,0,0,0,0,0,0,"jabalina"
"6932","jaw",0,0,0,0,0,0,0,0,0,0,"mandíbula"
"6933","jaws",0,0,0,1,0,0,0,0,0,0,"mandíbulas"
"6934","jay",0,0,0,0,0,0,0,0,0,0,"arrendajo"
"6935","jealous",1,0,1,0,0,1,0,0,0,0,"celoso"
"6936","jealousy",1,0,1,1,0,1,0,1,0,0,"celos"
"6937","jeans",0,0,0,0,0,0,0,0,0,0,"pantalones"
"6938","jeep",0,0,0,0,0,0,0,0,0,0,"todoterreno"
"6939","jelly",0,0,0,0,0,0,0,0,0,0,"gelatina"
"6940","jenny",0,0,0,0,0,0,0,0,0,0,"jenny"
"6941","jeopardize",1,0,0,1,0,1,0,0,0,0,"poner en peligro"
"6942","jeopardy",0,1,0,1,0,1,0,0,0,0,"peligro"
"6943","jerk",1,0,0,0,0,0,0,0,1,0,"imbécil"
"6944","jersey",0,0,0,0,0,0,0,0,0,0,"jersey"
"6945","jest",0,0,0,0,1,0,1,0,1,0,"broma"
"6946","jester",0,0,0,0,0,0,0,0,0,0,"bufón"
"6947","jet",0,0,0,0,0,0,0,0,0,0,"chorro"
"6948","jetty",0,0,0,0,0,0,0,0,0,0,"embarcadero"
"6949","jewel",0,0,0,0,0,0,0,0,0,0,"joya"
"6950","jeweler",0,0,0,0,0,0,0,0,0,0,"joyero"
"6951","jewelry",0,0,0,0,0,0,0,0,0,0,"joyas"
"6952","jib",0,0,0,0,0,0,0,0,0,0,"foque"
"6953","jiffy",0,0,0,0,0,0,0,0,0,0,"instante"
"6954","jimmy",0,0,0,0,0,0,0,0,0,0,"palanqueta"
"6955","jingle",0,0,0,0,0,0,0,0,0,0,"tintineo"
"6956","job",0,0,0,0,0,0,1,0,0,0,"trabajo"
"6957","jock",0,0,0,0,0,0,0,0,0,0,"deportista"
"6958","jockey",0,0,0,0,0,0,0,0,0,0,"jockey"
"6959","jog",0,0,0,0,0,0,0,0,0,0,"empujoncito"
"6960","john",0,0,1,0,0,1,0,0,0,0,"Juan"
"6961","join",0,0,0,0,0,0,1,0,0,0,"unirse"
"6962","joined",0,0,0,0,0,0,1,0,0,0,"unido"
"6963","joining",0,0,0,0,0,0,0,0,0,0,"unión"
"6964","joint",0,0,0,0,0,0,0,0,0,0,"articulación"
"6965","jointly",0,0,0,0,0,0,0,0,0,0,"conjuntamente"
"6966","joke",0,0,0,0,0,1,0,0,0,0,"broma"
"6967","joker",0,0,0,0,1,0,1,0,1,0,"bufón"
"6968","joking",0,0,0,0,0,0,1,0,0,0,"bromas"
"6969","jolt",0,0,0,0,0,0,0,0,1,0,"sacudida"
"6970","jornada",0,0,0,0,0,1,0,0,0,0,"jornada"
"6971","jot",0,0,0,0,0,0,0,0,0,0,"jota"
"6972","journal",0,0,0,0,0,0,0,0,0,0,"diario"
"6973","journalism",0,0,0,0,0,0,0,0,0,1,"periodismo"
"6974","journalist",0,0,0,0,0,0,1,0,0,0,"periodista"
"6975","journey",0,1,0,1,1,0,1,0,0,0,"viaje"
"6976","journeyman",0,0,0,0,0,0,0,0,0,1,"oficial"
"6977","jovial",0,0,0,0,1,0,1,0,0,0,"jovial"
"6978","joy",0,0,0,0,1,0,1,0,0,0,"alegría"
"6979","joyful",0,0,0,0,1,0,1,0,0,1,"alegre"
"6980","joyous",0,0,0,0,1,0,1,0,0,0,"jubiloso"
"6981","jubilant",0,0,0,0,1,0,1,0,1,1,"jubiloso"
"6982","jubilee",0,0,0,0,1,0,1,0,1,0,"aniversario"
"6983","judge",0,0,0,0,0,0,0,0,0,0,"juez"
"6984","judging",0,0,0,0,0,0,0,0,0,0,"juzgar"
"6985","judgment",0,0,0,0,0,0,0,0,1,0,"juicio"
"6986","judicial",0,1,0,0,0,0,1,0,0,1,"judicial"
"6987","judiciary",0,1,0,0,0,0,0,0,0,1,"judicial"
"6988","judicious",0,0,0,0,0,0,1,0,0,1,"juicioso"
"6989","jug",0,0,0,0,0,0,0,0,0,0,"jarra"
"6990","juggle",0,0,0,0,0,0,0,0,0,0,"hacer juegos malabares"
"6991","juggling",0,0,0,0,0,0,0,0,0,0,"malabares"
"6992","juice",0,0,0,0,0,0,0,0,0,0,"jugo"
"6993","juicy",0,0,0,0,0,0,0,0,0,0,"jugoso"
"6994","jumble",0,0,0,0,0,1,0,0,0,0,"revoltijo"
"6995","jumbled",0,0,0,0,0,0,0,0,0,0,"revoltijado"
"6996","jumbo",0,0,0,0,0,0,0,0,0,0,"jumbo"
"6997","jump",0,0,0,0,1,0,1,0,0,0,"salto"
"6998","junction",0,0,0,0,0,0,0,0,0,0,"unión"
"6999","juncture",0,0,0,0,0,0,0,0,0,0,"coyuntura"
"7000","jungle",0,0,0,1,0,0,0,0,0,0,"selva"
"7001","junior",0,0,0,0,0,0,0,0,0,0,"júnior"
"7002","junk",0,0,0,0,0,1,0,0,0,0,"basura"
"7003","junta",0,0,0,0,0,1,0,0,0,0,"junta"
"7004","juridical",0,0,0,0,0,0,0,0,0,0,"jurídico"
"7005","jurisdiction",0,0,0,0,0,0,0,0,0,0,"jurisdicción"
"7006","jurisprudence",0,0,0,0,0,0,0,1,0,0,"jurisprudencia"
"7007","jurist",0,0,0,0,0,0,0,0,0,1,"jurista"
"7008","jury",0,0,0,0,0,0,0,0,0,1,"jurado"
"7009","justice",0,0,0,0,0,0,1,0,0,1,"justicia"
"7010","justifiable",0,0,0,0,0,0,1,0,0,1,"justificable"
"7011","justification",0,0,0,0,0,0,1,0,0,0,"justificación"
"7012","justify",0,0,0,0,0,0,0,0,0,0,"justificar"
"7013","jute",0,0,0,0,0,0,0,0,0,0,"yute"
"7014","juvenile",0,0,0,0,0,1,0,0,0,0,"juvenil"
"7015","juxtaposition",0,0,0,0,0,0,0,0,0,0,"yuxtaposición"
"7016","kaiser",0,0,0,0,0,0,0,0,0,0,"emperador"
"7017","kaleidoscope",0,0,0,0,0,0,0,0,0,0,"caleidoscopio"
"7018","kangaroo",0,0,0,0,0,0,0,0,0,0,"canguro"
"7019","kanji",0,0,0,0,0,0,0,0,0,0,"kanji"
"7020","karma",0,0,0,0,0,0,0,0,0,0,"karma"
"7021","kayak",0,0,0,0,0,0,0,0,0,0,"kayac"
"7022","keel",0,0,0,0,0,0,0,0,0,0,"quilla"
"7023","keeper",0,0,0,0,0,0,0,0,0,0,"guardián"
"7024","keeping",0,0,0,0,0,0,0,0,0,0,"acuerdo"
"7025","keepsake",0,0,0,0,0,0,1,0,0,0,"recuerdo"
"7026","keg",0,0,0,0,0,0,0,0,0,0,"barrilete"
"7027","ken",0,0,0,0,0,0,1,0,0,0,"conocido"
"7028","kennel",0,0,0,0,0,0,0,1,0,0,"perrera"
"7029","kern",0,0,0,0,0,1,0,0,0,0,"núcleo"
"7030","kernel",0,0,0,0,0,0,0,0,0,0,"núcleo"
"7031","kerosene",0,0,0,1,0,0,0,0,0,0,"queroseno"
"7032","kettle",0,0,0,0,0,0,0,0,0,0,"tetera"
"7033","key",0,0,0,0,0,0,0,0,0,0,"llave"
"7034","keyhole",0,0,0,0,0,0,0,0,0,0,"ojo de cerradura"
"7035","keynote",0,0,0,0,0,0,1,0,0,0,"fundamental"
"7036","keystone",0,0,0,0,0,0,1,0,0,0,"piedra clave"
"7037","khaki",0,0,0,0,0,0,0,0,0,0,"caqui"
"7038","khan",0,0,0,1,0,0,0,0,0,1,"kan"
"7039","kick",1,0,0,0,0,1,0,0,0,0,"patada"
"7040","kicking",1,0,0,0,0,0,0,0,0,0,"pateando"
"7041","kid",0,0,0,0,0,0,0,0,0,0,"niño"
"7042","kidding",0,0,0,0,0,0,0,0,0,0,"bromear"
"7043","kidnap",1,0,0,1,0,1,0,1,1,0,"secuestrar"
"7044","kill",0,0,0,1,0,1,0,1,0,0,"matar"
"7045","killing",1,0,0,1,0,1,0,1,0,0,"asesinato"
"7046","kiln",0,0,0,0,0,0,0,0,0,0,"horno"
"7047","kilogram",0,0,0,0,0,0,0,0,0,0,"kilogramo"
"7048","kilometer",0,0,0,0,0,0,0,0,0,0,"kilómetro"
"7049","kilt",0,0,0,0,0,0,0,0,0,0,"falda escocesa"
"7050","kimono",0,0,0,0,0,0,0,0,0,0,"kimono"
"7051","kin",0,0,0,0,0,0,0,0,0,0,"familiares"
"7052","kind",0,0,0,0,1,0,1,0,0,1,"tipo"
"7053","kindergarten",0,0,0,0,0,0,0,0,0,0,"jardín de infancia"
"7054","kindness",0,0,0,0,0,0,1,0,0,0,"amabilidad"
"7055","kindred",0,1,0,0,1,0,1,0,0,1,"parientes"
"7056","kinematics",0,0,0,0,0,0,0,0,0,0,"cinemática"
"7057","king",0,0,0,0,0,0,1,0,0,0,"rey"
"7058","kingdom",0,0,0,0,0,0,0,0,0,0,"Reino"
"7059","kink",0,0,0,0,0,0,0,0,0,0,"pliegue"
"7060","kinky",0,0,0,0,0,0,0,0,0,0,"rizado"
"7061","kiosk",0,0,0,0,0,0,0,0,0,0,"quiosco"
"7062","kirk",0,0,0,0,0,0,0,0,0,0,"iglesia"
"7063","kiss",0,1,0,0,1,0,1,0,1,0,"Beso"
"7064","kit",0,0,0,0,0,0,0,0,0,0,"equipo"
"7065","kitchen",0,0,0,0,0,0,0,0,0,0,"cocina"
"7066","kite",0,0,1,0,0,1,0,0,0,0,"cometa"
"7067","kitten",0,0,0,0,1,0,1,0,0,1,"gatito"
"7068","knack",0,0,0,0,0,0,1,0,0,0,"maña"
"7069","knapsack",0,0,0,0,0,0,0,0,0,0,"mochila"
"7070","knead",0,0,0,0,0,0,0,0,0,0,"amasar"
"7071","knee",0,0,0,0,0,0,0,0,0,0,"rodilla"
"7072","kneel",0,0,0,0,0,0,0,0,0,0,"arrodillarse"
"7073","kneeling",0,0,0,0,0,0,0,0,0,0,"arrodillado"
"7074","knell",0,0,0,1,0,1,0,1,0,0,"toque de difuntos"
"7075","knickers",0,0,0,0,0,0,0,0,0,1,"bragas"
"7076","knife",0,0,0,0,0,0,0,0,0,0,"cuchillo"
"7077","knight",0,0,0,0,0,0,1,0,0,0,"caballero"
"7078","knit",0,0,0,0,0,0,0,0,0,0,"tejer"
"7079","knob",0,0,0,0,0,0,0,0,0,0,"mando"
"7080","knock",0,0,0,0,0,0,0,0,0,0,"golpear"
"7081","knoll",0,0,0,0,0,0,0,0,0,0,"loma"
"7082","knot",0,0,0,0,0,0,0,0,0,0,"nudo"
"7083","knotted",0,0,0,0,0,1,0,0,0,0,"anudado"
"7084","knowing",0,0,0,0,0,0,1,0,0,0,"conocimiento"
"7085","knowingly",0,0,0,0,0,0,0,0,0,0,"sabiendas"
"7086","knowledge",0,0,0,0,0,0,1,0,0,0,"conocimiento"
"7087","knuckle",0,0,0,0,0,0,0,0,0,0,"nudillo"
"7088","kos",0,0,0,0,0,0,0,0,0,0,"isla de Cos"
"7089","kris",0,0,0,0,0,0,0,0,0,0,"Kris"
"7090","kudos",0,0,0,0,1,0,1,0,0,0,"prestigio"
"7091","lab",0,0,0,0,0,0,0,0,0,0,"laboratorio"
"7092","label",0,0,0,0,0,0,0,0,0,1,"etiqueta"
"7093","labor",0,1,0,0,1,0,1,0,1,1,"mano de obra"
"7094","laboratory",0,0,0,0,0,0,0,0,0,0,"laboratorio"
"7095","labored",0,0,0,0,0,1,0,1,0,0,"trabajado"
"7096","laborer",0,0,0,0,0,0,0,0,0,0,"obrero"
"7097","laboring",0,0,0,0,0,0,0,0,0,0,"obrero"
"7098","laborious",0,0,0,0,0,1,0,0,0,0,"laborioso"
"7099","labyrinth",0,1,0,0,0,1,0,0,0,0,"laberinto"
"7100","lac",0,0,0,0,0,0,0,0,0,0,"laca"
"7101","lace",1,0,0,1,0,1,1,1,0,1,"cordón"
"7102","lack",0,0,0,0,0,1,0,0,0,0,"falta"
"7103","lacking",0,0,0,0,0,1,0,0,0,0,"carente"
"7104","lackluster",0,0,0,0,0,1,0,0,0,0,"deslucido"
"7105","lacquer",0,0,0,0,0,0,0,0,0,0,"barniz"
"7106","lacrosse",0,0,0,0,0,0,0,0,0,0,"lacrosse"
"7107","lad",0,0,0,0,0,0,0,0,0,0,"muchacho"
"7108","ladder",0,0,0,0,0,0,0,0,0,0,"escalera"
"7109","laden",0,0,0,0,0,1,0,0,0,0,"cargado"
"7110","lading",0,0,0,0,0,0,0,0,0,0,"flete"
"7111","ladle",0,0,0,0,0,0,0,0,0,0,"cucharón"
"7112","lady",0,0,0,0,0,0,0,0,0,0,"dama"
"7113","lag",0,0,0,0,0,1,0,0,0,0,"retraso"
"7114","lagging",1,1,1,0,0,1,0,1,0,0,"rezagado"
"7115","lagoon",0,0,0,0,0,0,0,0,0,0,"laguna"
"7116","lair",0,0,0,0,0,1,0,0,0,0,"guarida"
"7117","laity",0,0,0,0,0,0,0,0,0,0,"laicado"
"7118","lake",0,0,0,0,0,0,0,0,0,0,"lago"
"7119","lama",0,0,0,0,0,0,0,0,0,0,"lama"
"7120","lamb",0,0,0,0,1,0,1,0,0,1,"cordero"
"7121","lament",0,0,1,1,0,1,0,1,0,0,"lamento"
"7122","lamenting",0,0,0,0,0,0,0,1,0,0,"lamentándose"
"7123","lamina",0,0,0,0,0,0,0,0,0,0,"lámina"
"7124","laminated",0,0,0,0,0,0,0,0,0,0,"laminado"
"7125","lamp",0,0,0,0,0,0,0,0,0,0,"lámpara"
"7126","lance",0,0,0,0,0,0,0,0,0,0,"lanza"
"7127","lancer",0,0,0,0,0,0,0,0,0,0,"lancero"
"7128","land",0,0,0,0,0,0,1,0,0,0,"tierra"
"7129","landed",0,0,0,0,0,0,1,0,0,0,"aterrizado"
"7130","landing",0,0,0,0,0,0,0,0,0,0,"aterrizaje"
"7131","landlocked",0,0,0,0,0,0,0,0,0,0,"cercado de tierra"
"7132","landlord",0,0,0,0,0,0,0,0,0,0,"dueño"
"7133","landmark",0,0,0,0,0,0,0,0,0,1,"punto de referencia"
"7134","lands",0,0,0,0,0,0,0,0,0,0,"tierras"
"7135","landscape",0,0,0,0,0,0,0,0,0,0,"paisaje"
"7136","landscaping",0,0,0,0,0,0,0,0,0,0,"paisajismo"
"7137","landslide",0,0,0,1,0,1,0,1,0,0,"deslizamiento de tierra"
"7138","lane",0,0,0,0,0,0,0,0,0,0,"carril"
"7139","language",0,0,0,0,0,0,0,0,0,0,"idioma"
"7140","languid",0,0,0,0,0,1,0,0,0,0,"lánguido"
"7141","languish",0,0,0,0,0,1,0,0,0,0,"languidecer"
"7142","languishing",0,0,0,1,0,1,0,1,0,0,"languideciendo"
"7143","lanky",0,0,0,0,0,0,0,0,0,0,"larguirucho"
"7144","lantern",0,0,0,0,0,0,0,0,0,0,"linterna"
"7145","lap",0,0,0,0,0,0,0,0,0,0,"vuelta"
"7146","lapel",0,0,0,0,0,0,0,0,0,0,"solapa"
"7147","lapse",0,0,0,0,0,1,0,0,0,0,"lapso"
"7148","lapsed",0,0,0,0,0,0,0,0,0,0,"transcurrido"
"7149","larceny",0,0,1,0,0,1,0,0,0,0,"hurto"
"7150","lard",0,0,0,0,0,0,0,0,0,0,"manteca de cerdo"
"7151","larder",0,0,0,0,0,0,0,0,0,0,"despensa"
"7152","large",0,0,0,0,0,0,0,0,0,0,"largo"
"7153","larger",0,0,1,0,0,0,0,0,1,1,"más grande"
"7154","largo",0,0,0,0,0,0,0,0,0,0,"largo"
"7155","lark",0,0,0,0,0,0,0,0,0,0,"alondra"
"7156","larva",0,0,0,0,0,0,0,0,0,0,"larva"
"7157","larynx",0,0,0,0,0,0,0,0,0,0,"laringe"
"7158","laser",0,0,0,0,0,0,1,0,0,1,"láser"
"7159","lash",1,0,0,1,0,1,0,0,0,0,"latigazo"
"7160","lass",0,0,0,0,0,0,0,0,0,0,"muchacha"
"7161","lasso",0,0,0,0,0,0,0,0,0,0,"lazo"
"7162","lasting",0,0,0,0,0,0,0,0,0,0,"perdurable"
"7163","latch",0,0,0,0,0,0,0,0,0,0,"pestillo"
"7164","late",0,0,0,0,0,1,0,1,0,0,"tarde"
"7165","lateness",0,0,0,0,0,1,0,0,0,0,"retraso"
"7166","latent",1,1,1,0,0,1,0,0,1,0,"latente"
"7167","lateral",0,0,0,0,0,0,0,0,0,0,"lateral"
"7168","laterally",0,0,0,0,0,0,0,0,0,0,"lateralmente"
"7169","latex",0,0,0,0,0,0,0,0,0,0,"látex"
"7170","lathe",0,0,0,0,0,0,0,0,0,0,"torno"
"7171","lather",0,0,0,0,0,0,0,0,0,0,"espuma"
"7172","latitude",0,0,0,0,0,0,0,0,0,0,"latitud"
"7173","latrines",0,0,1,0,0,1,0,0,0,0,"letrinas"
"7174","lattice",0,0,0,0,0,0,0,0,0,0,"enrejado"
"7175","laudable",0,0,0,0,0,0,1,0,0,0,"loable"
"7176","laugh",0,0,0,0,1,0,1,0,1,0,"risa"
"7177","laughable",0,0,1,0,0,1,0,0,0,0,"cómico"
"7178","laughing",0,0,0,0,1,0,1,0,0,0,"reír"
"7179","laughter",0,1,0,0,1,0,1,0,1,0,"la risa"
"7180","launch",0,1,0,0,0,0,1,0,0,0,"lanzar"
"7181","laundry",0,0,0,0,0,0,0,0,0,0,"ropa sucia"
"7182","laureate",0,0,0,0,0,0,1,0,0,1,"laureado"
"7183","laurel",0,0,0,0,0,0,1,0,0,0,"laurel"
"7184","laurels",0,0,0,0,1,0,1,0,0,0,"laureles"
"7185","lava",1,0,0,1,0,1,0,0,0,0,"lava"
"7186","lavage",0,0,0,0,0,0,0,0,0,0,"lavado"
"7187","lavatory",0,0,1,0,0,0,0,0,0,0,"lavabo"
"7188","lavender",0,0,0,0,0,0,0,0,0,0,"lavanda"
"7189","lavish",0,0,0,0,0,0,1,0,0,0,"prodigar"
"7190","law",0,0,0,0,0,0,0,0,0,1,"ley"
"7191","lawful",0,0,0,0,0,0,1,0,0,1,"legal"
"7192","lawlessness",1,0,0,1,0,1,0,0,0,0,"desorden"
"7193","lawn",0,0,0,0,0,0,0,0,0,0,"césped"
"7194","lawsuit",1,0,1,1,0,1,0,1,1,0,"demanda judicial"
"7195","lawyer",1,0,1,1,0,1,0,0,0,0,"abogado"
"7196","lax",0,0,0,0,0,1,0,1,0,0,"flojo"
"7197","laxative",0,0,1,1,0,1,0,0,0,0,"laxante"
"7198","lay",0,0,0,0,0,0,0,0,0,0,"poner"
"7199","layer",0,0,0,0,0,0,0,0,0,0,"capa"
"7200","layered",0,0,0,0,0,0,0,0,0,0,"en capas"
"7201","layman",0,0,0,0,0,0,0,0,0,0,"laico"
"7202","lazy",0,0,0,0,0,1,0,0,0,0,"perezoso"
"7203","lea",0,0,0,0,0,0,0,0,0,0,"pasto"
"7204","lead",0,0,0,0,0,0,1,0,0,0,"Plomo"
"7205","leader",0,0,0,0,0,0,1,0,0,1,"líder"
"7206","leading",0,0,0,0,0,0,0,0,0,1,"principal"
"7207","leads",0,0,0,0,0,0,0,0,0,0,"Guías"
"7208","leaf",0,0,0,0,0,0,0,0,0,0,"hoja"
"7209","leaflet",0,0,0,0,0,0,0,0,0,0,"folleto"
"7210","leafy",0,0,0,0,0,0,0,0,0,0,"frondoso"
"7211","league",0,0,0,0,0,0,1,0,0,0,"liga"
"7212","leak",0,0,0,0,0,1,0,0,0,0,"filtración"
"7213","leakage",0,0,0,0,0,1,0,0,0,0,"fuga"
"7214","leaky",0,0,0,0,0,1,0,0,0,0,"agujereado"
"7215","lean",0,0,0,0,0,0,0,0,0,0,"inclinarse"
"7216","leaned",0,0,0,0,0,0,0,0,0,0,"inclinado"
"7217","leaning",0,0,0,0,0,0,0,0,0,1,"propensión"
"7218","leap",0,0,0,0,0,0,0,0,0,0,"salto"
"7219","learn",0,0,0,0,0,0,1,0,0,0,"aprender"
"7220","learned",0,0,0,0,0,0,0,0,0,0,"aprendió"
"7221","learner",0,0,0,0,0,0,0,0,0,0,"aprendiz"
"7222","learning",0,0,0,0,0,0,1,0,0,0,"aprendizaje"
"7223","lease",0,0,0,0,0,0,0,0,0,0,"arrendar"
"7224","leash",0,0,0,0,0,0,0,0,0,0,"Correa"
"7225","leather",0,0,0,0,0,0,0,0,0,0,"cuero"
"7226","leathery",0,0,0,0,0,0,0,0,0,0,"correoso"
"7227","leave",0,0,0,0,0,1,0,1,1,0,"abandonar"
"7228","lecture",0,0,0,0,0,0,0,0,0,0,"conferencia"
"7229","lecturer",0,0,0,0,0,0,1,0,0,0,"conferenciante"
"7230","ledge",0,0,0,0,0,0,0,0,0,0,"repisa"
"7231","ledger",0,0,0,0,0,0,0,0,0,0,"libro mayor"
"7232","lee",0,0,0,0,0,0,0,0,0,0,"sotavento"
"7233","leech",0,0,0,0,0,1,0,0,0,0,"sanguijuela"
"7234","leeches",0,0,1,1,0,1,0,0,0,0,"sanguijuelas"
"7235","leer",0,0,1,0,0,1,0,0,0,0,"mirada lasciva"
"7236","leery",0,0,0,0,0,0,0,0,1,0,"sospechoso"
"7237","lees",0,0,0,0,0,0,0,0,0,0,"poso"
"7238","leeway",0,0,0,0,0,0,1,0,0,0,"libertad de acción"
"7239","left",0,0,0,0,0,0,0,0,0,0,"izquierda"
"7240","leg",0,0,0,0,0,0,0,0,0,0,"pierna"
"7241","legacy",0,0,0,0,0,0,0,0,0,0,"legado"
"7242","legal",0,0,0,0,0,0,1,0,0,1,"legal"
"7243","legality",0,0,0,0,0,0,0,0,0,0,"legalidad"
"7244","legalize",0,0,0,0,0,0,0,0,0,0,"legalizar"
"7245","legalized",1,0,0,1,1,0,1,0,0,1,"legalizado"
"7246","legally",0,0,0,0,0,0,0,0,0,0,"legalmente"
"7247","legend",0,0,0,0,0,0,0,0,0,0,"leyenda"
"7248","legendary",0,0,0,0,0,0,1,0,0,0,"legendario"
"7249","legibility",0,0,0,0,0,0,1,0,0,0,"legibilidad"
"7250","legible",0,0,0,0,0,0,1,0,0,0,"legible"
"7251","legion",0,0,0,0,0,0,0,0,0,0,"legión"
"7252","legislate",0,0,0,0,0,0,0,0,0,0,"legislar"
"7253","legislation",0,0,0,0,0,0,0,0,0,0,"legislación"
"7254","legislative",0,0,0,0,0,0,0,0,0,0,"legislativo"
"7255","legislator",0,0,0,0,0,0,0,0,0,1,"legislador"
"7256","legislature",0,0,0,0,0,0,0,0,0,1,"legislatura"
"7257","legitimacy",0,0,0,0,0,0,0,0,0,1,"legitimidad"
"7258","legs",0,0,0,0,0,0,0,0,0,0,"piernas"
"7259","legume",0,0,0,0,0,0,0,0,0,0,"legumbre"
"7260","leisure",0,1,0,0,1,0,1,0,1,1,"ocio"
"7261","leisurely",0,0,0,0,0,0,1,0,0,0,"sin prisa"
